name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Sri Sairam Vegetarian - Indiranagar,No,Yes,4.4/5,4385,Indiranagar,Fine Dining,Bengali,550,Fine Dining,Indiranagar
Sri Sairam Vegetarian - BTM,No,No,4.3/5,4895,Basavanagudi,Sweet Shop,Burgers,350,Sweet Shop,Basavanagudi
Third Wave Coffee - Koramangala,Yes,Yes,4.1/5,3270,BTM,Fine Dining,Cafe Food,550,Fine Dining,BTM
Hotel Suprabhatha - Electronic City,No,No,3.0/5,4330,JP Nagar,Quick Bites,Chinese,250,Quick Bites,JP Nagar
Wow Momo - Whitefield,Yes,No,3.0/5,1253,Sarjapur Road,Dhaba,Desserts,300,Dhaba,Sarjapur Road
Truffles - Bellandur,Yes,Yes,4.0/5,3297,MG Road,Beverage Shop,Kerala,100,Beverage Shop,MG Road
Vasudev Adiga's - BTM,Yes,No,4.3/5,1453,HSR Layout,Quick Bites,Italian,100,Quick Bites,HSR Layout
Café Coffee Day - Yelahanka,No,No,3.7/5,195,Marathahalli,Bar,South Indian,700,Bar,Marathahalli
Meghana Foods - Koramangala,No,No,4.7/5,789,Bellandur,Mess,Pizza,100,Mess,Bellandur
Cream Stone - HSR Layout,No,No,3.2/5,2204,Jayanagar,Mess,Beverages,100,Mess,Jayanagar
Brahmin's Coffee Bar - Electronic City,Yes,No,3.2/5,3067,Hebbal,Fine Dining,Continental,400,Fine Dining,Hebbal
Pizza Hut - KR Puram,Yes,No,3.5/5,3553,HSR Layout,Bar,Rajasthani,850,Bar,HSR Layout
Smoke House Deli - Indiranagar,Yes,No,3.5/5,4449,Malleshwaram,Casual Dining,North Indian,450,Casual Dining,Malleshwaram
Kanti Sweets - HSR Layout,Yes,No,4.1/5,812,Jayanagar,Food Court,Kerala,350,Food Court,Jayanagar
Dindigul Thalappakatti - Rajajinagar,Yes,Yes,3.6/5,4930,Marathahalli,Delivery,Biryani,350,Delivery,Marathahalli
Wow Momo - Indiranagar,No,Yes,2.9/5,2580,Koramangala,Pub,Street Food,300,Pub,Koramangala
Sri Sairam Vegetarian - JP Nagar,Yes,No,4.3/5,1531,Marathahalli,Fine Dining,Andhra,850,Fine Dining,Marathahalli
MTR - Bellandur,Yes,No,3.0/5,404,Marathahalli,Bar,North Indian,300,Bar,Marathahalli
Brahmin's Coffee Bar - JP Nagar,Yes,No,3.3/5,2747,HSR Layout,Café,North Indian,400,Café,HSR Layout
Natural Ice Cream - Hebbal,Yes,No,3.0/5,2844,Bellandur,Dhaba,Rajasthani,300,Dhaba,Bellandur
Café Coffee Day - Hebbal,Yes,Yes,4.0/5,2336,Whitefield,Beverage Shop,South Indian,150,Beverage Shop,Whitefield
Byg Brewski - MG Road,No,Yes,3.8/5,89,Whitefield,Bakery,Bengali,250,Bakery,Whitefield
Vasudev Adiga's - Shivajinagar,Yes,No,4.8/5,1405,Indiranagar,Quick Bites,Biryani,250,Quick Bites,Indiranagar
Vasudev Adiga's - Marathahalli,No,Yes,4.2/5,3573,Malleshwaram,Fine Dining,Pizza,950,Fine Dining,Malleshwaram
Subway - Rajajinagar,Yes,No,4.6/5,1617,Yelahanka,Bar,North Indian,550,Bar,Yelahanka
Punjabi Dhaba - Basavanagudi,Yes,No,4.0/5,3594,Bellandur,Mess,Andhra,150,Mess,Bellandur
The Fatty Bao - Jayanagar,Yes,Yes,NEW,0,Rajajinagar,Fine Dining,Bengali,750,Fine Dining,Rajajinagar
Cream Stone - HSR Layout,No,No,3.8/5,1695,Shivajinagar,Dhaba,Chinese,200,Dhaba,Shivajinagar
Shivaji Military Hotel - KR Puram,No,No,4.0/5,3690,Whitefield,Lounge,Pizza,450,Lounge,Whitefield
Dindigul Thalappakatti - Electronic City,Yes,No,4.2/5,4041,Bellandur,Casual Dining,Fast Food,550,Casual Dining,Bellandur
Vasudev Adiga's - Indiranagar,Yes,No,3.6/5,3162,Whitefield,Mess,Kerala,50,Mess,Whitefield
Vasudev Adiga's - Basavanagudi,Yes,No,4.1/5,752,Rajajinagar,Bar,Gujarati,650,Bar,Rajajinagar
Natural Ice Cream - Malleshwaram,Yes,No,3.4/5,715,Marathahalli,Café,Cafe Food,200,Café,Marathahalli
KFC - Marathahalli,No,No,3.2/5,2441,Koramangala,Casual Dining,Continental,350,Casual Dining,Koramangala
Rajadhani - Rajajinagar,Yes,Yes,3.3/5,3429,Electronic City,Fine Dining,Pizza,650,Fine Dining,Electronic City
Byg Brewski - HSR Layout,Yes,No,3.9/5,474,Marathahalli,Café,Rolls,350,Café,Marathahalli
McDonald's - Malleshwaram,Yes,Yes,3.3/5,2821,Shivajinagar,Quick Bites,Rajasthani,300,Quick Bites,Shivajinagar
Punjabi Dhaba - Sarjapur Road,Yes,Yes,3.6/5,1651,KR Puram,Desserts,Italian,150,Desserts,KR Puram
Brahmin's Coffee Bar - Malleshwaram,Yes,No,4.3/5,2117,Yelahanka,Food Court,Gujarati,200,Food Court,Yelahanka
Brahmin's Coffee Bar - Rajajinagar,Yes,No,3.3/5,4798,Whitefield,Food Court,Street Food,400,Food Court,Whitefield
Third Wave Coffee - Rajajinagar,No,Yes,3.4/5,3760,Electronic City,Lounge,South Indian,550,Lounge,Electronic City
Shivaji Military Hotel - Malleshwaram,No,No,3.7/5,2087,MG Road,Food Court,Biryani,550,Food Court,MG Road
Empire Restaurant - KR Puram,Yes,No,4.0/5,2901,KR Puram,Bar,Rolls,400,Bar,KR Puram
Empire Restaurant - Rajajinagar,No,Yes,3.5/5,3100,Hebbal,Food Court,Burgers,350,Food Court,Hebbal
Toit - HSR Layout,Yes,No,NEW,0,Basavanagudi,Quick Bites,Chinese,100,Quick Bites,Basavanagudi
Baskin-Robbins - Electronic City,Yes,Yes,4.1/5,4372,KR Puram,Mess,Italian,50,Mess,KR Puram
Corner House - Basavanagudi,Yes,No,4.4/5,3655,JP Nagar,Desserts,Rajasthani,100,Desserts,JP Nagar
Pizza Hut - Yelahanka,Yes,Yes,3.8/5,182,Koramangala,Casual Dining,Rajasthani,300,Casual Dining,Koramangala
The Fatty Bao - Shivajinagar,Yes,No,3.6/5,1622,Yelahanka,Food Court,Kerala,400,Food Court,Yelahanka
KFC - Basavanagudi,Yes,Yes,NEW,0,Marathahalli,Bar,Beverages,600,Bar,Marathahalli
Sri Sairam Vegetarian - Koramangala,Yes,No,4.0/5,85,Whitefield,Lounge,Continental,950,Lounge,Whitefield
New Krishna Bhavan - HSR Layout,No,No,NEW,0,Rajajinagar,Beverage Shop,Fast Food,200,Beverage Shop,Rajajinagar
New Krishna Bhavan - BTM,Yes,No,3.6/5,1310,Basavanagudi,Delivery,Beverages,150,Delivery,Basavanagudi
Third Wave Coffee - Sarjapur Road,Yes,No,3.6/5,940,BTM,Quick Bites,Continental,200,Quick Bites,BTM
Third Wave Coffee - Koramangala,Yes,Yes,3.5/5,1036,Jayanagar,Delivery,Beverages,350,Delivery,Jayanagar
Toit - Koramangala,Yes,No,3.9/5,1400,Basavanagudi,Sweet Shop,Rajasthani,150,Sweet Shop,Basavanagudi
Kanti Sweets - Whitefield,Yes,Yes,3.1/5,3480,Marathahalli,Lounge,North Indian,800,Lounge,Marathahalli
Chutney's - Shivajinagar,No,No,3.9/5,4820,Marathahalli,Mess,Burgers,50,Mess,Marathahalli
Byg Brewski - Electronic City,Yes,Yes,4.2/5,3011,BTM,Café,Pizza,200,Café,BTM
Subway - Bellandur,Yes,No,3.6/5,4713,Marathahalli,Bar,Burgers,550,Bar,Marathahalli
Chutney's - Koramangala,Yes,No,4.8/5,3903,Rajajinagar,Lounge,North Indian,500,Lounge,Rajajinagar
Social - Basavanagudi,Yes,No,3.9/5,724,Basavanagudi,Desserts,Andhra,300,Desserts,Basavanagudi
Pizza Hut - Koramangala,Yes,Yes,3.1/5,187,KR Puram,Mess,Kerala,50,Mess,KR Puram
Hotel Suprabhatha - Sarjapur Road,Yes,No,3.7/5,4830,BTM,Bakery,Andhra,300,Bakery,BTM
Smoke House Deli - KR Puram,Yes,No,3.9/5,2772,Whitefield,Pub,South Indian,750,Pub,Whitefield
Domino's Pizza - HSR Layout,Yes,No,4.1/5,4612,MG Road,Bar,Street Food,500,Bar,MG Road
Vidyarthi Bhavan - HSR Layout,Yes,No,NEW,0,Marathahalli,Desserts,North Indian,50,Desserts,Marathahalli
Vasudev Adiga's - Electronic City,No,No,3.2/5,3700,Hebbal,Beverage Shop,Rajasthani,200,Beverage Shop,Hebbal
Meghana Foods - Bellandur,Yes,No,3.3/5,2939,MG Road,Bar,Desserts,500,Bar,MG Road
Baskin-Robbins - Jayanagar,No,No,3.4/5,1138,Bellandur,Fine Dining,Chinese,600,Fine Dining,Bellandur
Social - Indiranagar,No,No,3.4/5,203,Indiranagar,Desserts,Beverages,300,Desserts,Indiranagar
Meghana Foods - HSR Layout,Yes,No,3.3/5,3380,Koramangala,Casual Dining,Italian,600,Casual Dining,Koramangala
Keventers - Whitefield,Yes,No,3.5/5,1345,Rajajinagar,Beverage Shop,North Indian,100,Beverage Shop,Rajajinagar
McDonald's - Whitefield,Yes,No,4.2/5,360,KR Puram,Beverage Shop,Pizza,100,Beverage Shop,KR Puram
Corner House - Jayanagar,No,No,4.5/5,1143,BTM,Casual Dining,Cafe Food,50,Casual Dining,BTM
Byg Brewski - Bellandur,Yes,No,4.2/5,213,Indiranagar,Bar,Fast Food,300,Bar,Indiranagar
Empire Restaurant - Sarjapur Road,No,No,4.4/5,1848,Malleshwaram,Quick Bites,Rolls,150,Quick Bites,Malleshwaram
Starbucks - Hebbal,No,No,4.2/5,3382,Malleshwaram,Bakery,North Indian,350,Bakery,Malleshwaram
Truffles - Whitefield,No,No,NEW,0,BTM,Dhaba,South Indian,250,Dhaba,BTM
Vasudev Adiga's - Hebbal,Yes,No,3.7/5,605,Jayanagar,Sweet Shop,Beverages,300,Sweet Shop,Jayanagar
Blue Tokai - Marathahalli,Yes,Yes,3.9/5,365,Indiranagar,Mess,Kerala,150,Mess,Indiranagar
Corner House - KR Puram,No,Yes,3.5/5,1228,Hebbal,Pub,Andhra,650,Pub,Hebbal
Cream Stone - Shivajinagar,Yes,Yes,3.7/5,898,Jayanagar,Delivery,Street Food,250,Delivery,Jayanagar
Starbucks - Shivajinagar,Yes,No,3.9/5,4282,Malleshwaram,Beverage Shop,Bengali,200,Beverage Shop,Malleshwaram
Social - Rajajinagar,No,No,4.1/5,2771,Koramangala,Mess,Continental,100,Mess,Koramangala
Smoke House Deli - BTM,Yes,No,4.1/5,3064,Banashankari,Quick Bites,Kerala,200,Quick Bites,Banashankari
Absolute Barbecues - HSR Layout,No,No,3.6/5,2750,BTM,Bar,Bengali,650,Bar,BTM
Corner House - Marathahalli,No,No,NEW,0,Koramangala,Pub,Italian,700,Pub,Koramangala
Pizza Hut - KR Puram,Yes,No,4.1/5,988,Electronic City,Sweet Shop,Italian,150,Sweet Shop,Electronic City
Dindigul Thalappakatti - Bellandur,No,No,4.0/5,2440,Basavanagudi,Desserts,Andhra,300,Desserts,Basavanagudi
Blue Tokai - Electronic City,Yes,No,NEW,0,Jayanagar,Pub,Italian,900,Pub,Jayanagar
Sri Sairam Vegetarian - Whitefield,Yes,Yes,3.3/5,292,Jayanagar,Pub,North Indian,400,Pub,Jayanagar
Wow Momo - Bellandur,Yes,Yes,4.4/5,1489,Marathahalli,Beverage Shop,Gujarati,50,Beverage Shop,Marathahalli
Nandhini Hotel - MG Road,Yes,Yes,3.8/5,4726,Rajajinagar,Quick Bites,Italian,150,Quick Bites,Rajajinagar
New Krishna Bhavan - Hebbal,Yes,No,3.6/5,3169,Malleshwaram,Beverage Shop,Gujarati,100,Beverage Shop,Malleshwaram
Byg Brewski - Malleshwaram,Yes,No,3.7/5,4265,Marathahalli,Dhaba,Fast Food,50,Dhaba,Marathahalli
Shivaji Military Hotel - Rajajinagar,Yes,Yes,3.7/5,1449,MG Road,Dhaba,Desserts,150,Dhaba,MG Road
Smoke House Deli - BTM,Yes,Yes,4.1/5,4985,MG Road,Pub,Italian,950,Pub,MG Road
Sri Sairam Vegetarian - Malleshwaram,No,Yes,3.1/5,1090,Hebbal,Fine Dining,South Indian,950,Fine Dining,Hebbal
Social - Basavanagudi,No,No,3.7/5,3629,Basavanagudi,Mess,Desserts,150,Mess,Basavanagudi
Rajadhani - BTM,Yes,No,4.0/5,2615,JP Nagar,Quick Bites,Rajasthani,300,Quick Bites,JP Nagar
Wow Momo - Electronic City,Yes,No,4.0/5,150,Whitefield,Delivery,Beverages,350,Delivery,Whitefield
MTR - Shivajinagar,Yes,No,4.0/5,983,Malleshwaram,Desserts,Pizza,200,Desserts,Malleshwaram
Starbucks - Koramangala,Yes,No,4.1/5,1819,Marathahalli,Café,Rolls,400,Café,Marathahalli
Brahmin's Coffee Bar - HSR Layout,No,Yes,3.4/5,976,Basavanagudi,Bakery,Mughlai,200,Bakery,Basavanagudi
Third Wave Coffee - Malleshwaram,No,Yes,3.2/5,188,MG Road,Lounge,Street Food,400,Lounge,MG Road
Kanti Sweets - BTM,Yes,No,5.0/5,2778,Malleshwaram,Mess,Rajasthani,150,Mess,Malleshwaram
Barbeque Nation - Yelahanka,Yes,No,3.7/5,3756,Rajajinagar,Casual Dining,Desserts,650,Casual Dining,Rajajinagar
Pizza Hut - Sarjapur Road,Yes,No,3.8/5,2571,JP Nagar,Dhaba,Mughlai,150,Dhaba,JP Nagar
Hotel Suprabhatha - Yelahanka,Yes,No,4.2/5,1186,KR Puram,Beverage Shop,Biryani,100,Beverage Shop,KR Puram
McDonald's - Hebbal,Yes,No,NEW,0,BTM,Fine Dining,Beverages,950,Fine Dining,BTM
Pizza Hut - Indiranagar,No,Yes,3.4/5,3439,KR Puram,Mess,Pizza,50,Mess,KR Puram
Absolute Barbecues - HSR Layout,No,No,3.2/5,2564,JP Nagar,Quick Bites,Kerala,200,Quick Bites,JP Nagar
Brahmin's Coffee Bar - Basavanagudi,Yes,Yes,3.2/5,4810,Basavanagudi,Casual Dining,Street Food,450,Casual Dining,Basavanagudi
Chutney's - Malleshwaram,Yes,No,NEW,0,Koramangala,Food Court,Italian,250,Food Court,Koramangala
The Fatty Bao - MG Road,No,No,3.2/5,3407,Hebbal,Casual Dining,Fast Food,550,Casual Dining,Hebbal
Vasudev Adiga's - Hebbal,Yes,No,3.8/5,2625,Banashankari,Dhaba,Andhra,200,Dhaba,Banashankari
The Only Place - Bellandur,Yes,No,3.4/5,3752,MG Road,Lounge,Fast Food,650,Lounge,MG Road
Rajadhani - Bellandur,Yes,No,3.1/5,666,Koramangala,Bakery,Desserts,350,Bakery,Koramangala
Keventers - Marathahalli,No,No,3.6/5,4683,Marathahalli,Food Court,Biryani,300,Food Court,Marathahalli
Subway - Sarjapur Road,Yes,No,3.4/5,772,Yelahanka,Beverage Shop,South Indian,100,Beverage Shop,Yelahanka
McDonald's - MG Road,No,No,3.4/5,3204,Shivajinagar,Casual Dining,Desserts,600,Casual Dining,Shivajinagar
The Fatty Bao - Banashankari,No,No,4.7/5,4949,Shivajinagar,Delivery,Rolls,250,Delivery,Shivajinagar
Wow Momo - Basavanagudi,No,No,3.9/5,1164,KR Puram,Bar,Andhra,50,Bar,KR Puram
Brahmin's Coffee Bar - Basavanagudi,No,No,4.2/5,4953,Banashankari,Food Court,Cafe Food,350,Food Court,Banashankari
Baskin-Robbins - Hebbal,Yes,Yes,4.3/5,4594,Whitefield,Café,Italian,100,Café,Whitefield
The Only Place - Koramangala,Yes,No,3.8/5,648,Shivajinagar,Beverage Shop,South Indian,300,Beverage Shop,Shivajinagar
Empire Restaurant - Marathahalli,No,Yes,3.5/5,2223,JP Nagar,Bar,Cafe Food,650,Bar,JP Nagar
Vidyarthi Bhavan - Whitefield,No,Yes,3.8/5,4895,Shivajinagar,Fine Dining,Mughlai,900,Fine Dining,Shivajinagar
Byg Brewski - Bellandur,Yes,No,3.9/5,4946,JP Nagar,Quick Bites,Biryani,250,Quick Bites,JP Nagar
Blue Tokai - Banashankari,Yes,No,3.6/5,1059,HSR Layout,Fine Dining,Fast Food,250,Fine Dining,HSR Layout
Vidyarthi Bhavan - JP Nagar,No,Yes,3.8/5,987,Malleshwaram,Desserts,Bengali,250,Desserts,Malleshwaram
Byg Brewski - Marathahalli,No,Yes,3.3/5,2190,Marathahalli,Café,Mughlai,200,Café,Marathahalli
Rajadhani - Rajajinagar,Yes,No,3.8/5,4744,Bellandur,Casual Dining,Cafe Food,350,Casual Dining,Bellandur
The Only Place - Koramangala,Yes,No,3.7/5,4623,Marathahalli,Bakery,Burgers,300,Bakery,Marathahalli
Baskin-Robbins - MG Road,Yes,No,NEW,0,KR Puram,Sweet Shop,Desserts,150,Sweet Shop,KR Puram
Social - Koramangala,Yes,No,2.7/5,1527,Indiranagar,Delivery,Rajasthani,50,Delivery,Indiranagar
The Only Place - Malleshwaram,Yes,No,3.4/5,4679,Marathahalli,Casual Dining,Burgers,450,Casual Dining,Marathahalli
Nandhini Hotel - Shivajinagar,Yes,Yes,4.8/5,4319,Basavanagudi,Beverage Shop,Gujarati,200,Beverage Shop,Basavanagudi
Natural Ice Cream - BTM,Yes,Yes,3.7/5,1901,Whitefield,Delivery,Desserts,150,Delivery,Whitefield
Absolute Barbecues - Banashankari,Yes,No,4.2/5,2403,Hebbal,Mess,Fast Food,50,Mess,Hebbal
Byg Brewski - Malleshwaram,No,No,2.6/5,2985,JP Nagar,Sweet Shop,Street Food,200,Sweet Shop,JP Nagar
Rajadhani - HSR Layout,No,Yes,3.2/5,1850,Yelahanka,Bar,Mughlai,1000,Bar,Yelahanka
Natural Ice Cream - Basavanagudi,Yes,Yes,3.2/5,1007,Koramangala,Dhaba,Beverages,350,Dhaba,Koramangala
Burger King - Jayanagar,Yes,Yes,3.7/5,545,Electronic City,Café,Cafe Food,400,Café,Electronic City
Dindigul Thalappakatti - MG Road,No,No,4.9/5,524,Basavanagudi,Pub,South Indian,1050,Pub,Basavanagudi
Domino's Pizza - Malleshwaram,Yes,No,4.1/5,4010,Rajajinagar,Lounge,Beverages,900,Lounge,Rajajinagar
Sri Sairam Vegetarian - JP Nagar,No,No,4.5/5,1737,Koramangala,Bakery,Andhra,250,Bakery,Koramangala
Dindigul Thalappakatti - Marathahalli,No,No,3.6/5,1080,HSR Layout,Café,Andhra,200,Café,HSR Layout
Café Coffee Day - Sarjapur Road,Yes,No,4.5/5,2021,Rajajinagar,Bar,Street Food,250,Bar,Rajajinagar
Dindigul Thalappakatti - Indiranagar,No,No,4.7/5,1338,Rajajinagar,Pub,Gujarati,550,Pub,Rajajinagar
Wow Momo - BTM,Yes,Yes,3.8/5,2158,Malleshwaram,Quick Bites,Kerala,200,Quick Bites,Malleshwaram
Natural Ice Cream - Whitefield,Yes,Yes,NEW,0,Hebbal,Café,Continental,550,Café,Hebbal
Hotel Suprabhatha - Koramangala,Yes,Yes,3.2/5,1330,Banashankari,Café,Andhra,300,Café,Banashankari
The Fatty Bao - BTM,Yes,No,3.7/5,770,Marathahalli,Casual Dining,Italian,400,Casual Dining,Marathahalli
Nandhini Hotel - Rajajinagar,No,No,3.7/5,1741,Malleshwaram,Bar,Beverages,650,Bar,Malleshwaram
Subway - KR Puram,Yes,No,4.9/5,4405,Marathahalli,Beverage Shop,Cafe Food,150,Beverage Shop,Marathahalli
The Only Place - Banashankari,Yes,Yes,3.2/5,4189,KR Puram,Dhaba,Rajasthani,350,Dhaba,KR Puram
Absolute Barbecues - Sarjapur Road,Yes,No,3.9/5,4112,Electronic City,Sweet Shop,Chinese,300,Sweet Shop,Electronic City
Domino's Pizza - Jayanagar,No,No,2.8/5,1358,Yelahanka,Pub,Chinese,650,Pub,Yelahanka
Hotel Suprabhatha - Basavanagudi,Yes,No,3.6/5,3133,Jayanagar,Quick Bites,South Indian,150,Quick Bites,Jayanagar
Blue Tokai - Sarjapur Road,Yes,No,4.0/5,2796,Basavanagudi,Food Court,Mughlai,250,Food Court,Basavanagudi
Brahmin's Coffee Bar - Yelahanka,No,Yes,4.0/5,1596,Bellandur,Dhaba,Street Food,200,Dhaba,Bellandur
Baskin-Robbins - KR Puram,Yes,No,4.1/5,1980,MG Road,Food Court,Beverages,250,Food Court,MG Road
The Fatty Bao - Indiranagar,No,No,3.9/5,555,Shivajinagar,Fine Dining,Biryani,1050,Fine Dining,Shivajinagar
Starbucks - Rajajinagar,Yes,No,4.1/5,3964,Basavanagudi,Bakery,Street Food,200,Bakery,Basavanagudi
Natural Ice Cream - Hebbal,No,Yes,3.7/5,3571,Yelahanka,Pub,Desserts,950,Pub,Yelahanka
The Only Place - Basavanagudi,No,No,3.2/5,3059,BTM,Desserts,Chinese,250,Desserts,BTM
Toit - HSR Layout,Yes,No,2.9/5,4354,Malleshwaram,Food Court,Kerala,150,Food Court,Malleshwaram
McDonald's - Electronic City,Yes,No,3.6/5,2760,BTM,Quick Bites,Beverages,300,Quick Bites,BTM
Byg Brewski - Whitefield,No,No,3.6/5,834,Sarjapur Road,Café,Rajasthani,150,Café,Sarjapur Road
Domino's Pizza - JP Nagar,Yes,No,4.5/5,1647,KR Puram,Lounge,Rolls,1000,Lounge,KR Puram
Truffles - Shivajinagar,No,No,3.6/5,3059,Rajajinagar,Lounge,Gujarati,850,Lounge,Rajajinagar
KFC - Banashankari,Yes,No,3.8/5,866,Electronic City,Sweet Shop,Beverages,400,Sweet Shop,Electronic City
Empire Restaurant - JP Nagar,Yes,No,NEW,0,BTM,Beverage Shop,Andhra,50,Beverage Shop,BTM
Sri Sairam Vegetarian - MG Road,Yes,No,3.7/5,2457,Rajajinagar,Delivery,Rajasthani,250,Delivery,Rajajinagar
Rajadhani - Yelahanka,No,No,4.1/5,4983,Bellandur,Delivery,Italian,250,Delivery,Bellandur
The Only Place - Marathahalli,Yes,Yes,4.8/5,142,Yelahanka,Pub,Burgers,550,Pub,Yelahanka
Sri Sairam Vegetarian - Indiranagar,No,No,4.8/5,3723,Rajajinagar,Bakery,Beverages,350,Bakery,Rajajinagar
KFC - Basavanagudi,No,No,3.7/5,2786,BTM,Food Court,Bengali,250,Food Court,BTM
Corner House - Sarjapur Road,Yes,No,NEW,0,Marathahalli,Delivery,South Indian,400,Delivery,Marathahalli
Baskin-Robbins - Sarjapur Road,Yes,Yes,4.6/5,2695,Koramangala,Pub,Chinese,450,Pub,Koramangala
Vasudev Adiga's - Hebbal,No,No,3.6/5,2759,KR Puram,Food Court,Pizza,100,Food Court,KR Puram
Baskin-Robbins - Koramangala,Yes,Yes,4.2/5,3349,BTM,Lounge,Cafe Food,550,Lounge,BTM
KFC - Whitefield,No,No,3.1/5,3889,Whitefield,Desserts,Gujarati,250,Desserts,Whitefield
Wow Momo - Bellandur,Yes,Yes,3.7/5,3733,Basavanagudi,Delivery,Burgers,350,Delivery,Basavanagudi
Cream Stone - BTM,Yes,No,4.4/5,1721,Marathahalli,Mess,Fast Food,50,Mess,Marathahalli
MTR - Banashankari,No,Yes,3.3/5,3153,Shivajinagar,Lounge,Street Food,800,Lounge,Shivajinagar
Shivaji Military Hotel - MG Road,Yes,No,3.8/5,4114,Koramangala,Beverage Shop,Cafe Food,150,Beverage Shop,Koramangala
Dindigul Thalappakatti - Banashankari,Yes,No,3.1/5,4740,Marathahalli,Mess,Continental,100,Mess,Marathahalli
Truffles - HSR Layout,Yes,No,4.9/5,2831,Marathahalli,Casual Dining,Rajasthani,650,Casual Dining,Marathahalli
Hotel Suprabhatha - KR Puram,Yes,Yes,4.5/5,1704,Indiranagar,Quick Bites,Kerala,200,Quick Bites,Indiranagar
Chutney's - Koramangala,Yes,No,3.9/5,457,Yelahanka,Bar,Biryani,400,Bar,Yelahanka
Corner House - Bellandur,No,Yes,4.0/5,1276,Electronic City,Bakery,Cafe Food,250,Bakery,Electronic City
The Only Place - Basavanagudi,Yes,No,NEW,0,JP Nagar,Fine Dining,Rolls,750,Fine Dining,JP Nagar
Baskin-Robbins - Koramangala,Yes,No,4.5/5,3315,Shivajinagar,Delivery,Beverages,350,Delivery,Shivajinagar
Brahmin's Coffee Bar - Indiranagar,No,No,3.4/5,1608,Koramangala,Sweet Shop,Andhra,200,Sweet Shop,Koramangala
Shivaji Military Hotel - Shivajinagar,Yes,No,4.2/5,3894,MG Road,Pub,North Indian,700,Pub,MG Road
Baskin-Robbins - Indiranagar,Yes,Yes,4.4/5,1096,MG Road,Bakery,Cafe Food,250,Bakery,MG Road
Burger King - Bellandur,No,No,4.3/5,626,KR Puram,Lounge,Beverages,250,Lounge,KR Puram
The Fatty Bao - MG Road,No,No,2.6/5,1290,Basavanagudi,Casual Dining,North Indian,450,Casual Dining,Basavanagudi
MTR - Whitefield,Yes,No,3.6/5,4717,Koramangala,Fine Dining,Desserts,1150,Fine Dining,Koramangala
MTR - Bellandur,Yes,No,3.3/5,4823,Basavanagudi,Desserts,South Indian,250,Desserts,Basavanagudi
Pizza Hut - JP Nagar,Yes,No,3.9/5,3411,JP Nagar,Bakery,Bengali,150,Bakery,JP Nagar
Brahmin's Coffee Bar - Rajajinagar,Yes,Yes,2.8/5,2144,Marathahalli,Sweet Shop,Gujarati,150,Sweet Shop,Marathahalli
Blue Tokai - Electronic City,Yes,No,2.8/5,899,Marathahalli,Desserts,Burgers,200,Desserts,Marathahalli
Vidyarthi Bhavan - BTM,Yes,No,4.9/5,697,Yelahanka,Bar,Mughlai,700,Bar,Yelahanka
Truffles - BTM,Yes,No,4.2/5,2930,Jayanagar,Beverage Shop,Continental,150,Beverage Shop,Jayanagar
Dindigul Thalappakatti - KR Puram,Yes,No,3.9/5,4055,JP Nagar,Delivery,Chinese,50,Delivery,JP Nagar
Keventers - Hebbal,Yes,Yes,4.0/5,4191,Jayanagar,Pub,Kerala,450,Pub,Jayanagar
Empire Restaurant - KR Puram,No,Yes,3.8/5,3617,Marathahalli,Dhaba,Beverages,150,Dhaba,Marathahalli
Blue Tokai - Koramangala,Yes,Yes,4.3/5,3440,BTM,Dhaba,Continental,150,Dhaba,BTM
Rajadhani - Hebbal,Yes,Yes,NEW,0,Marathahalli,Bakery,Mughlai,250,Bakery,Marathahalli
The Fatty Bao - Rajajinagar,Yes,Yes,3.9/5,3050,JP Nagar,Casual Dining,Gujarati,350,Casual Dining,JP Nagar
Café Coffee Day - KR Puram,Yes,No,NEW,0,Yelahanka,Quick Bites,Pizza,200,Quick Bites,Yelahanka
The Fatty Bao - Whitefield,No,No,3.2/5,792,Indiranagar,Sweet Shop,Street Food,250,Sweet Shop,Indiranagar
Starbucks - Whitefield,Yes,Yes,4.5/5,2075,Koramangala,Café,Gujarati,400,Café,Koramangala
Baskin-Robbins - Yelahanka,Yes,No,3.6/5,3543,HSR Layout,Dhaba,Biryani,200,Dhaba,HSR Layout
Brahmin's Coffee Bar - Jayanagar,Yes,Yes,4.4/5,922,Yelahanka,Casual Dining,South Indian,500,Casual Dining,Yelahanka
Chutney's - Rajajinagar,No,No,3.8/5,1481,Banashankari,Desserts,Rolls,250,Desserts,Banashankari
Truffles - JP Nagar,Yes,No,4.7/5,741,Yelahanka,Quick Bites,Pizza,300,Quick Bites,Yelahanka
Vidyarthi Bhavan - Indiranagar,Yes,No,3.3/5,4999,Koramangala,Sweet Shop,Bengali,250,Sweet Shop,Koramangala
Wow Momo - BTM,Yes,No,3.3/5,2033,Whitefield,Pub,Burgers,1050,Pub,Whitefield
Vidyarthi Bhavan - Rajajinagar,Yes,Yes,3.4/5,1445,Shivajinagar,Pub,Italian,800,Pub,Shivajinagar
KFC - Basavanagudi,Yes,No,3.9/5,374,JP Nagar,Casual Dining,Bengali,150,Casual Dining,JP Nagar
MTR - BTM,Yes,No,4.6/5,2909,Banashankari,Café,Fast Food,450,Café,Banashankari
